,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 16:04:00,-2.8666666666666667,4.355555555555555,6.733333333333333,1.6888888888888889,-3.311111111111111,-10.488888888888889,13.577777777777778,14.177777777777777,2.3555555555555556,4.133333333333334,3.9555555555555557,-7.111111111111111
2020-09-23 16:05:00,-2.8,4.4222222222222225,6.8,1.7777777777777777,-3.4444444444444446,-10.6,13.733333333333333,14.244444444444444,2.2666666666666666,4.133333333333334,3.933333333333333,-7.066666666666666
2020-09-23 16:06:00,-2.7333333333333334,4.533333333333333,6.911111111111111,1.8888888888888888,-3.6222222222222222,-10.71111111111111,13.88888888888889,14.266666666666667,2.1777777777777776,4.111111111111111,3.911111111111111,-7.044444444444444
2020-09-23 16:07:00,-2.6666666666666665,4.688888888888889,6.977777777777778,1.9555555555555555,-3.8222222222222224,-10.8,14.088888888888889,14.244444444444444,2.088888888888889,4.111111111111111,3.888888888888889,-7.066666666666666
2020-09-23 16:08:00,-2.6,4.844444444444444,7.0,2.0,-4.0,-10.88888888888889,14.266666666666667,14.177777777777777,1.9777777777777779,4.133333333333334,3.8222222222222224,-7.111111111111111
2020-09-23 16:09:00,-2.511111111111111,5.0,6.977777777777778,2.0,-4.133333333333334,-10.977777777777778,14.422222222222222,14.11111111111111,1.8888888888888888,4.155555555555556,3.7555555555555555,-7.133333333333334
2020-09-23 16:10:00,-2.4444444444444446,5.2,6.955555555555556,2.022222222222222,-4.266666666666667,-11.044444444444444,14.533333333333333,14.022222222222222,1.7777777777777777,4.133333333333334,3.6666666666666665,-7.155555555555556
2020-09-23 16:11:00,-2.3555555555555556,5.4,6.955555555555556,2.0444444444444443,-4.355555555555555,-11.11111111111111,14.622222222222222,13.88888888888889,1.6666666666666667,4.133333333333334,3.5555555555555554,-7.177777777777778
2020-09-23 16:12:00,-2.2888888888888888,5.622222222222222,6.911111111111111,2.088888888888889,-4.444444444444445,-11.222222222222221,14.71111111111111,13.733333333333333,1.5777777777777777,4.177777777777778,3.422222222222222,-7.177777777777778
2020-09-23 16:13:00,-2.2666666666666666,5.8,6.866666666666666,2.1555555555555554,-4.555555555555555,-11.333333333333334,14.755555555555556,13.555555555555555,1.511111111111111,4.222222222222222,3.2666666666666666,-7.2
2020-09-23 16:14:00,-2.2444444444444445,5.955555555555556,6.8,2.2444444444444445,-4.666666666666667,-11.488888888888889,14.777777777777779,13.355555555555556,1.4,4.288888888888889,3.1555555555555554,-7.222222222222222
2020-09-23 16:15:00,-2.2444444444444445,6.066666666666666,6.7555555555555555,2.311111111111111,-4.777777777777778,-11.644444444444444,14.822222222222223,13.155555555555555,1.2444444444444445,4.333333333333333,3.066666666666667,-7.2
2020-09-23 16:16:00,-2.2666666666666666,6.177777777777778,6.711111111111111,2.4,-4.844444444444444,-11.8,14.844444444444445,12.955555555555556,1.1111111111111112,4.4,3.022222222222222,-7.2
2020-09-23 16:17:00,-2.2666666666666666,6.311111111111111,6.688888888888889,2.466666666666667,-4.933333333333334,-11.955555555555556,14.822222222222223,12.755555555555556,1.0,4.488888888888889,3.022222222222222,-7.177777777777778
2020-09-23 16:18:00,-2.311111111111111,6.466666666666667,6.644444444444445,2.577777777777778,-5.044444444444444,-12.088888888888889,14.844444444444445,12.555555555555555,0.8888888888888888,4.555555555555555,3.0,-7.133333333333334
2020-09-23 16:19:00,-2.3333333333333335,6.666666666666667,6.6,2.7333333333333334,-5.133333333333334,-12.2,14.822222222222223,12.333333333333334,0.7777777777777778,4.622222222222222,2.977777777777778,-7.111111111111111
2020-09-23 16:20:00,-2.311111111111111,6.866666666666666,6.6,2.8666666666666667,-5.2444444444444445,-12.266666666666667,14.8,12.133333333333333,0.6888888888888889,4.666666666666667,2.9555555555555557,-7.066666666666666
2020-09-23 16:21:00,-2.311111111111111,7.022222222222222,6.622222222222222,2.977777777777778,-5.355555555555555,-12.355555555555556,14.777777777777779,11.911111111111111,0.6444444444444445,4.711111111111111,2.933333333333333,-7.022222222222222
2020-09-23 16:22:00,-2.311111111111111,7.155555555555556,6.644444444444445,3.0444444444444443,-5.444444444444445,-12.466666666666667,14.755555555555556,11.644444444444444,0.5777777777777777,4.7555555555555555,2.9555555555555557,-6.955555555555556
2020-09-23 16:23:00,-2.2888888888888888,7.311111111111111,6.622222222222222,3.066666666666667,-5.533333333333333,-12.533333333333333,14.755555555555556,11.377777777777778,0.5111111111111111,4.777777777777778,2.933333333333333,-6.866666666666666
2020-09-23 16:24:00,-2.2888888888888888,7.4222222222222225,6.6,3.066666666666667,-5.622222222222222,-12.577777777777778,14.733333333333333,11.11111111111111,0.4666666666666667,4.8,2.9555555555555557,-6.777777777777778
2020-09-23 16:25:00,-2.2666666666666666,7.511111111111111,6.555555555555555,3.066666666666667,-5.711111111111111,-12.666666666666666,14.688888888888888,10.822222222222223,0.4222222222222222,4.822222222222222,3.0,-6.644444444444445
2020-09-23 16:26:00,-2.2444444444444445,7.6,6.533333333333333,3.066666666666667,-5.8,-12.71111111111111,14.644444444444444,10.577777777777778,0.4,4.822222222222222,3.066666666666667,-6.511111111111111
2020-09-23 16:27:00,-2.2222222222222223,7.666666666666667,6.488888888888889,3.066666666666667,-5.888888888888889,-12.733333333333333,14.555555555555555,10.377777777777778,0.37777777777777777,4.822222222222222,3.1777777777777776,-6.355555555555555
2020-09-23 16:28:00,-2.2,7.688888888888889,6.4222222222222225,3.088888888888889,-5.977777777777778,-12.733333333333333,14.466666666666667,10.177777777777777,0.3333333333333333,4.866666666666666,3.2666666666666666,-6.177777777777778
2020-09-23 16:29:00,-2.1777777777777776,7.688888888888889,6.377777777777778,3.066666666666667,-6.044444444444444,-12.733333333333333,14.377777777777778,9.977777777777778,0.26666666666666666,4.911111111111111,3.3777777777777778,-6.0
2020-09-23 16:30:00,-2.111111111111111,7.666666666666667,6.333333333333333,3.0444444444444443,-6.066666666666666,-12.733333333333333,14.311111111111112,9.777777777777779,0.2,4.933333333333334,3.466666666666667,-5.844444444444444
2020-09-23 16:31:00,-2.0444444444444443,7.688888888888889,6.311111111111111,3.022222222222222,-6.088888888888889,-12.688888888888888,14.244444444444444,9.577777777777778,0.17777777777777778,4.955555555555556,3.577777777777778,-5.688888888888889
2020-09-23 16:32:00,-1.9333333333333333,7.711111111111111,6.311111111111111,3.0,-6.133333333333334,-12.644444444444444,14.177777777777777,9.333333333333334,0.13333333333333333,4.977777777777778,3.688888888888889,-5.555555555555555
2020-09-23 16:33:00,-1.8666666666666667,7.711111111111111,6.333333333333333,2.9555555555555557,-6.177777777777778,-12.6,14.155555555555555,9.066666666666666,0.08888888888888889,4.977777777777778,3.8222222222222224,-5.466666666666667
2020-09-23 16:34:00,-1.8,7.666666666666667,6.355555555555555,2.911111111111111,-6.222222222222222,-12.511111111111111,14.155555555555555,8.822222222222223,0.022222222222222223,4.933333333333334,3.9555555555555557,-5.355555555555555
2020-09-23 16:35:00,-1.7333333333333334,7.6,6.4,2.8666666666666667,-6.222222222222222,-12.444444444444445,14.177777777777777,8.622222222222222,-0.06666666666666667,4.933333333333334,4.111111111111111,-5.222222222222222
2020-09-23 16:36:00,-1.6666666666666667,7.488888888888889,6.4222222222222225,2.8666666666666667,-6.2,-12.355555555555556,14.2,8.422222222222222,-0.15555555555555556,4.955555555555556,4.222222222222222,-5.066666666666666
2020-09-23 16:37:00,-1.6222222222222222,7.377777777777778,6.444444444444445,2.8666666666666667,-6.177777777777778,-12.28888888888889,14.222222222222221,8.244444444444444,-0.24444444444444444,4.955555555555556,4.355555555555555,-4.911111111111111
2020-09-23 16:38:00,-1.5333333333333334,7.288888888888889,6.466666666666667,2.8444444444444446,-6.2,-12.2,14.244444444444444,8.066666666666666,-0.3333333333333333,4.977777777777778,4.466666666666667,-4.777777777777778
2020-09-23 16:39:00,-1.4444444444444444,7.222222222222222,6.466666666666667,2.8222222222222224,-6.222222222222222,-12.155555555555555,14.244444444444444,7.911111111111111,-0.4444444444444444,5.022222222222222,4.5777777777777775,-4.644444444444445
2020-09-23 16:40:00,-1.3555555555555556,7.177777777777778,6.488888888888889,2.7555555555555555,-6.2,-12.066666666666666,14.266666666666667,7.777777777777778,-0.5555555555555556,5.066666666666666,4.711111111111111,-4.466666666666667
2020-09-23 16:41:00,-1.288888888888889,7.177777777777778,6.466666666666667,2.6666666666666665,-6.177777777777778,-12.0,14.28888888888889,7.666666666666667,-0.6666666666666666,5.088888888888889,4.8,-4.266666666666667
2020-09-23 16:42:00,-1.2444444444444445,7.222222222222222,6.444444444444445,2.533333333333333,-6.177777777777778,-11.911111111111111,14.28888888888889,7.511111111111111,-0.8,5.111111111111111,4.933333333333334,-4.088888888888889
2020-09-23 16:43:00,-1.2,7.266666666666667,6.444444444444445,2.422222222222222,-6.155555555555556,-11.866666666666667,14.28888888888889,7.355555555555555,-0.9111111111111111,5.133333333333334,5.088888888888889,-3.911111111111111
2020-09-23 16:44:00,-1.1555555555555554,7.311111111111111,6.466666666666667,2.3555555555555556,-6.177777777777778,-11.822222222222223,14.266666666666667,7.222222222222222,-1.0222222222222221,5.2,5.266666666666667,-3.7333333333333334
2020-09-23 16:45:00,-1.0888888888888888,7.4,6.488888888888889,2.2888888888888888,-6.2,-11.755555555555556,14.2,7.088888888888889,-1.1555555555555554,5.2444444444444445,5.466666666666667,-3.5555555555555554
2020-09-23 16:46:00,-1.0222222222222221,7.466666666666667,6.488888888888889,2.2,-6.222222222222222,-11.688888888888888,14.11111111111111,6.977777777777778,-1.2666666666666666,5.288888888888889,5.688888888888889,-3.3777777777777778
2020-09-23 16:47:00,-0.9555555555555556,7.533333333333333,6.488888888888889,2.111111111111111,-6.2444444444444445,-11.6,14.022222222222222,6.866666666666666,-1.4,5.288888888888889,5.866666666666666,-3.2
2020-09-23 16:48:00,-0.9333333333333333,7.6,6.511111111111111,2.022222222222222,-6.222222222222222,-11.555555555555555,13.977777777777778,6.7555555555555555,-1.511111111111111,5.266666666666667,6.022222222222222,-3.0
2020-09-23 16:49:00,-0.9111111111111111,7.688888888888889,6.488888888888889,1.9111111111111112,-6.177777777777778,-11.511111111111111,13.955555555555556,6.666666666666667,-1.6222222222222222,5.222222222222222,6.133333333333334,-2.8
2020-09-23 16:50:00,-0.8888888888888888,7.8,6.466666666666667,1.7777777777777777,-6.133333333333334,-11.466666666666667,13.955555555555556,6.5777777777777775,-1.711111111111111,5.133333333333334,6.2444444444444445,-2.6444444444444444
2020-09-23 16:51:00,-0.8222222222222222,7.888888888888889,6.4,1.6222222222222222,-6.066666666666666,-11.466666666666667,14.0,6.511111111111111,-1.7777777777777777,5.066666666666666,6.333333333333333,-2.4444444444444446
2020-09-23 16:52:00,-0.7555555555555555,7.977777777777778,6.377777777777778,1.4666666666666666,-5.955555555555556,-11.488888888888889,14.022222222222222,6.466666666666667,-1.8,4.955555555555556,6.4,-2.2
2020-09-23 16:53:00,-0.6888888888888889,8.066666666666666,6.355555555555555,1.3333333333333333,-5.844444444444444,-11.511111111111111,14.044444444444444,6.466666666666667,-1.8444444444444446,4.822222222222222,6.511111111111111,-1.9555555555555555
2020-09-23 16:54:00,-0.6444444444444445,8.11111111111111,6.377777777777778,1.2444444444444445,-5.733333333333333,-11.533333333333333,14.088888888888889,6.488888888888889,-1.8666666666666667,4.688888888888889,6.6,-1.7333333333333334
2020-09-23 16:55:00,-0.6,8.11111111111111,6.444444444444445,1.1777777777777778,-5.644444444444445,-11.577777777777778,14.177777777777777,6.555555555555555,-1.8888888888888888,4.5777777777777775,6.733333333333333,-1.511111111111111
2020-09-23 16:56:00,-0.5777777777777777,8.088888888888889,6.488888888888889,1.1111111111111112,-5.5777777777777775,-11.644444444444444,14.28888888888889,6.622222222222222,-1.9333333333333333,4.488888888888889,6.888888888888889,-1.2666666666666666
2020-09-23 16:57:00,-0.5111111111111111,8.088888888888889,6.533333333333333,1.0,-5.488888888888889,-11.666666666666666,14.4,6.688888888888889,-1.9777777777777779,4.4,7.044444444444444,-1.0222222222222221
2020-09-23 16:58:00,-0.4444444444444444,8.133333333333333,6.622222222222222,0.8888888888888888,-5.4222222222222225,-11.71111111111111,14.533333333333333,6.777777777777778,-2.0,4.311111111111111,7.2,-0.8
2020-09-23 16:59:00,-0.3333333333333333,8.155555555555555,6.711111111111111,0.8,-5.311111111111111,-11.755555555555556,14.666666666666666,6.888888888888889,-2.022222222222222,4.2,7.355555555555555,-0.6
2020-09-23 17:00:00,-0.2222222222222222,8.222222222222221,6.777777777777778,0.7333333333333333,-5.2444444444444445,-11.777777777777779,14.8,7.0,-2.0444444444444443,4.133333333333334,7.511111111111111,-0.4444444444444444
2020-09-23 17:01:00,-0.06666666666666667,8.28888888888889,6.844444444444444,0.6666666666666666,-5.222222222222222,-11.777777777777779,14.933333333333334,7.088888888888889,-2.066666666666667,4.044444444444444,7.622222222222222,-0.24444444444444444
2020-09-23 17:02:00,0.08888888888888889,8.333333333333334,6.911111111111111,0.6,-5.177777777777778,-11.733333333333333,15.066666666666666,7.177777777777778,-2.088888888888889,3.977777777777778,7.711111111111111,-0.044444444444444446
2020-09-23 17:03:00,0.26666666666666666,8.333333333333334,7.022222222222222,0.5111111111111111,-5.133333333333334,-11.688888888888888,15.2,7.288888888888889,-2.1333333333333333,3.933333333333333,7.8,0.13333333333333333
2020-09-23 17:04:00,0.4,8.28888888888889,7.177777777777778,0.4,-5.133333333333334,-11.688888888888888,15.377777777777778,7.4,-2.1555555555555554,3.8444444444444446,7.911111111111111,0.3111111111111111
2020-09-23 17:05:00,0.4888888888888889,8.244444444444444,7.288888888888889,0.28888888888888886,-5.133333333333334,-11.733333333333333,15.511111111111111,7.511111111111111,-2.2,3.7555555555555555,8.044444444444444,0.5111111111111111
2020-09-23 17:06:00,0.5777777777777777,8.222222222222221,7.4,0.15555555555555556,-5.111111111111111,-11.755555555555556,15.6,7.6,-2.2888888888888888,3.7111111111111112,8.133333333333333,0.7333333333333333
2020-09-23 17:07:00,0.6444444444444445,8.222222222222221,7.533333333333333,0.06666666666666667,-5.111111111111111,-11.733333333333333,15.71111111111111,7.711111111111111,-2.3777777777777778,3.6666666666666665,8.177777777777777,0.9333333333333333
2020-09-23 17:08:00,0.6666666666666666,8.2,7.711111111111111,0.0,-5.088888888888889,-11.71111111111111,15.8,7.8,-2.511111111111111,3.6222222222222222,8.266666666666667,1.1333333333333333
2020-09-23 17:09:00,0.6888888888888889,8.2,7.888888888888889,-0.08888888888888889,-5.066666666666666,-11.733333333333333,15.88888888888889,7.911111111111111,-2.6444444444444444,3.5555555555555554,8.311111111111112,1.3333333333333333
2020-09-23 17:10:00,0.6888888888888889,8.177777777777777,8.088888888888889,-0.2,-5.066666666666666,-11.71111111111111,15.955555555555556,8.044444444444444,-2.7777777777777777,3.466666666666667,8.333333333333334,1.511111111111111
2020-09-23 17:11:00,0.7111111111111111,8.177777777777777,8.311111111111112,-0.3111111111111111,-5.111111111111111,-11.688888888888888,16.0,8.133333333333333,-2.933333333333333,3.4,8.355555555555556,1.6888888888888889
2020-09-23 17:12:00,0.7111111111111111,8.177777777777777,8.555555555555555,-0.4444444444444444,-5.133333333333334,-11.688888888888888,16.066666666666666,8.177777777777777,-3.066666666666667,3.3555555555555556,8.333333333333334,1.8666666666666667
2020-09-23 17:13:00,0.7333333333333333,8.177777777777777,8.8,-0.6222222222222222,-5.2,-11.71111111111111,16.155555555555555,8.244444444444444,-3.1777777777777776,3.311111111111111,8.311111111111112,2.0
2020-09-23 17:14:00,0.7777777777777778,8.155555555555555,9.044444444444444,-0.7555555555555555,-5.288888888888889,-11.733333333333333,16.244444444444444,8.311111111111112,-3.2666666666666666,3.2666666666666666,8.28888888888889,2.1555555555555554
2020-09-23 17:15:00,0.8222222222222222,8.155555555555555,9.311111111111112,-0.8666666666666667,-5.377777777777778,-11.733333333333333,16.333333333333332,8.355555555555556,-3.3555555555555556,3.2222222222222223,8.28888888888889,2.2888888888888888
2020-09-23 17:16:00,0.8222222222222222,8.133333333333333,9.6,-0.9333333333333333,-5.466666666666667,-11.755555555555556,16.466666666666665,8.4,-3.466666666666667,3.2,8.311111111111112,2.4
2020-09-23 17:17:00,0.7777777777777778,8.088888888888889,9.844444444444445,-0.9777777777777777,-5.533333333333333,-11.8,16.6,8.466666666666667,-3.577777777777778,3.2,8.333333333333334,2.533333333333333
2020-09-23 17:18:00,0.7333333333333333,8.088888888888889,10.088888888888889,-0.9777777777777777,-5.5777777777777775,-11.866666666666667,16.68888888888889,8.533333333333333,-3.7111111111111112,3.2222222222222223,8.333333333333334,2.6666666666666665
2020-09-23 17:19:00,0.6888888888888889,8.088888888888889,10.355555555555556,-0.9333333333333333,-5.622222222222222,-11.977777777777778,16.733333333333334,8.622222222222222,-3.8222222222222224,3.2666666666666666,8.377777777777778,2.7555555555555555
2020-09-23 17:20:00,0.6666666666666666,8.088888888888889,10.622222222222222,-0.9333333333333333,-5.688888888888889,-12.066666666666666,16.755555555555556,8.688888888888888,-3.888888888888889,3.311111111111111,8.377777777777778,2.8222222222222224
2020-09-23 17:21:00,0.6444444444444445,8.133333333333333,10.88888888888889,-0.9333333333333333,-5.733333333333333,-12.155555555555555,16.733333333333334,8.777777777777779,-4.0,3.3555555555555556,8.422222222222222,2.8444444444444446
2020-09-23 17:22:00,0.6444444444444445,8.222222222222221,11.133333333333333,-0.9111111111111111,-5.822222222222222,-12.222222222222221,16.68888888888889,8.866666666666667,-4.066666666666666,3.422222222222222,8.466666666666667,2.8666666666666667
2020-09-23 17:23:00,0.6,8.28888888888889,11.355555555555556,-0.8666666666666667,-5.866666666666666,-12.333333333333334,16.6,8.955555555555556,-4.177777777777778,3.488888888888889,8.488888888888889,2.888888888888889
2020-09-23 17:24:00,0.5111111111111111,8.355555555555556,11.577777777777778,-0.8444444444444444,-5.933333333333334,-12.4,16.555555555555557,9.022222222222222,-4.266666666666667,3.533333333333333,8.533333333333333,2.911111111111111
2020-09-23 17:25:00,0.4,8.444444444444445,11.8,-0.7777777777777778,-6.044444444444444,-12.511111111111111,16.533333333333335,9.088888888888889,-4.355555555555555,3.577777777777778,8.533333333333333,2.911111111111111
2020-09-23 17:26:00,0.3111111111111111,8.488888888888889,12.066666666666666,-0.6666666666666666,-6.111111111111111,-12.622222222222222,16.533333333333335,9.177777777777777,-4.466666666666667,3.6666666666666665,8.533333333333333,2.911111111111111
2020-09-23 17:27:00,0.26666666666666666,8.511111111111111,12.28888888888889,-0.5555555555555556,-6.155555555555556,-12.777777777777779,16.533333333333335,9.266666666666667,-4.555555555555555,3.8,8.511111111111111,2.888888888888889
2020-09-23 17:28:00,0.17777777777777778,8.555555555555555,12.488888888888889,-0.4444444444444444,-6.222222222222222,-12.911111111111111,16.57777777777778,9.355555555555556,-4.666666666666667,3.933333333333333,8.466666666666667,2.888888888888889
2020-09-23 17:29:00,0.08888888888888889,8.6,12.688888888888888,-0.35555555555555557,-6.288888888888889,-13.022222222222222,16.622222222222224,9.422222222222222,-4.7555555555555555,4.022222222222222,8.422222222222222,2.8666666666666667
2020-09-23 17:30:00,-0.022222222222222223,8.6,12.88888888888889,-0.24444444444444444,-6.355555555555555,-13.155555555555555,16.666666666666668,9.444444444444445,-4.866666666666666,4.133333333333334,8.377777777777778,2.8444444444444446
2020-09-23 17:31:00,-0.08888888888888889,8.622222222222222,13.088888888888889,-0.13333333333333333,-6.4,-13.28888888888889,16.711111111111112,9.466666666666667,-5.022222222222222,4.222222222222222,8.333333333333334,2.8222222222222224
2020-09-23 17:32:00,-0.17777777777777778,8.644444444444444,13.28888888888889,-0.022222222222222223,-6.4,-13.422222222222222,16.733333333333334,9.511111111111111,-5.155555555555556,4.311111111111111,8.311111111111112,2.8222222222222224
2020-09-23 17:33:00,-0.26666666666666666,8.688888888888888,13.488888888888889,0.08888888888888889,-6.4,-13.511111111111111,16.711111111111112,9.533333333333333,-5.266666666666667,4.4222222222222225,8.266666666666667,2.8222222222222224
2020-09-23 17:34:00,-0.37777777777777777,8.71111111111111,13.733333333333333,0.2222222222222222,-6.4,-13.555555555555555,16.666666666666668,9.577777777777778,-5.377777777777778,4.5777777777777775,8.222222222222221,2.7777777777777777
2020-09-23 17:35:00,-0.4666666666666667,8.733333333333333,13.977777777777778,0.35555555555555557,-6.4222222222222225,-13.644444444444444,16.6,9.622222222222222,-5.533333333333333,4.733333333333333,8.177777777777777,2.7555555555555555
2020-09-23 17:36:00,-0.6,8.755555555555556,14.222222222222221,0.4888888888888889,-6.466666666666667,-13.688888888888888,16.533333333333335,9.666666666666666,-5.733333333333333,4.888888888888889,8.11111111111111,2.7333333333333334
2020-09-23 17:37:00,-0.7333333333333333,8.777777777777779,14.466666666666667,0.6444444444444445,-6.555555555555555,-13.755555555555556,16.488888888888887,9.733333333333333,-5.977777777777778,5.088888888888889,8.044444444444444,2.6666666666666665
2020-09-23 17:38:00,-0.8222222222222222,8.822222222222223,14.755555555555556,0.7777777777777778,-6.644444444444445,-13.822222222222223,16.466666666666665,9.777777777777779,-6.2,5.288888888888889,7.977777777777778,2.577777777777778
2020-09-23 17:39:00,-0.9111111111111111,8.866666666666667,15.0,0.9111111111111111,-6.733333333333333,-13.866666666666667,16.444444444444443,9.777777777777779,-6.444444444444445,5.444444444444445,7.933333333333334,2.488888888888889
2020-09-23 17:40:00,-1.0,8.955555555555556,15.222222222222221,1.0222222222222221,-6.8,-13.911111111111111,16.4,9.777777777777779,-6.688888888888889,5.5777777777777775,7.844444444444444,2.422222222222222
2020-09-23 17:41:00,-1.0888888888888888,9.044444444444444,15.444444444444445,1.1111111111111112,-6.844444444444444,-13.911111111111111,16.377777777777776,9.822222222222223,-6.911111111111111,5.666666666666667,7.7555555555555555,2.3555555555555556
2020-09-23 17:42:00,-1.2222222222222223,9.088888888888889,15.71111111111111,1.2,-6.866666666666666,-13.911111111111111,16.4,9.88888888888889,-7.133333333333334,5.711111111111111,7.644444444444445,2.2666666666666666
2020-09-23 17:43:00,-1.3333333333333333,9.11111111111111,15.977777777777778,1.3111111111111111,-6.888888888888889,-13.911111111111111,16.42222222222222,9.933333333333334,-7.355555555555555,5.7555555555555555,7.533333333333333,2.1777777777777776
2020-09-23 17:44:00,-1.4444444444444444,9.133333333333333,16.244444444444444,1.3777777777777778,-6.933333333333334,-13.88888888888889,16.488888888888887,9.977777777777778,-7.533333333333333,5.8,7.4,2.111111111111111
2020-09-23 17:45:00,-1.5333333333333334,9.133333333333333,16.511111111111113,1.4222222222222223,-6.977777777777778,-13.88888888888889,16.533333333333335,10.0,-7.711111111111111,5.844444444444444,7.2444444444444445,2.088888888888889
2020-09-23 17:46:00,-1.6444444444444444,9.133333333333333,16.8,1.4444444444444444,-7.0,-13.911111111111111,16.57777777777778,10.0,-7.911111111111111,5.933333333333334,7.133333333333334,2.022222222222222
2020-09-23 17:47:00,-1.7555555555555555,9.133333333333333,17.066666666666666,1.511111111111111,-7.044444444444444,-13.933333333333334,16.622222222222224,9.955555555555556,-8.11111111111111,6.022222222222222,7.022222222222222,1.9777777777777779
2020-09-23 17:48:00,-1.8888888888888888,9.133333333333333,17.31111111111111,1.6,-7.088888888888889,-13.933333333333334,16.666666666666668,9.88888888888889,-8.311111111111112,6.111111111111111,6.955555555555556,1.9777777777777779
2020-09-23 17:49:00,-2.022222222222222,9.133333333333333,17.533333333333335,1.6888888888888889,-7.088888888888889,-13.911111111111111,16.68888888888889,9.844444444444445,-8.511111111111111,6.2,6.844444444444444,2.0
2020-09-23 17:50:00,-2.1555555555555554,9.088888888888889,17.77777777777778,1.7555555555555555,-7.044444444444444,-13.866666666666667,16.755555555555556,9.8,-8.688888888888888,6.288888888888889,6.711111111111111,2.0
2020-09-23 17:51:00,-2.2888888888888888,9.066666666666666,18.022222222222222,1.8222222222222222,-7.044444444444444,-13.822222222222223,16.844444444444445,9.755555555555556,-8.822222222222223,6.333333333333333,6.6,1.9777777777777779
2020-09-23 17:52:00,-2.4,9.022222222222222,18.266666666666666,1.8444444444444446,-7.044444444444444,-13.8,16.91111111111111,9.688888888888888,-8.977777777777778,6.333333333333333,6.533333333333333,1.9333333333333333
2020-09-23 17:53:00,-2.511111111111111,8.977777777777778,18.511111111111113,1.8444444444444446,-7.088888888888889,-13.777777777777779,16.955555555555556,9.6,-9.133333333333333,6.333333333333333,6.4222222222222225,1.8666666666666667
2020-09-23 17:54:00,-2.6444444444444444,8.933333333333334,18.711111111111112,1.8888888888888888,-7.133333333333334,-13.733333333333333,16.977777777777778,9.511111111111111,-9.311111111111112,6.333333333333333,6.333333333333333,1.8444444444444446
2020-09-23 17:55:00,-2.7333333333333334,8.88888888888889,18.933333333333334,1.9777777777777779,-7.133333333333334,-13.688888888888888,17.044444444444444,9.444444444444445,-9.466666666666667,6.333333333333333,6.222222222222222,1.8
2020-09-23 17:56:00,-2.8444444444444446,8.822222222222223,19.155555555555555,2.0444444444444443,-7.111111111111111,-13.644444444444444,17.11111111111111,9.422222222222222,-9.6,6.333333333333333,6.088888888888889,1.711111111111111
2020-09-23 17:57:00,-2.977777777777778,8.777777777777779,19.377777777777776,2.111111111111111,-7.111111111111111,-13.6,17.155555555555555,9.4,-9.733333333333333,6.288888888888889,6.0,1.6
2020-09-23 17:58:00,-3.1333333333333333,8.733333333333333,19.622222222222224,2.1777777777777776,-7.088888888888889,-13.555555555555555,17.155555555555555,9.355555555555556,-9.866666666666667,6.222222222222222,5.911111111111111,1.5333333333333334
2020-09-23 17:59:00,-3.2888888888888888,8.688888888888888,19.844444444444445,2.2444444444444445,-7.044444444444444,-13.511111111111111,17.155555555555555,9.311111111111112,-10.0,6.133333333333334,5.822222222222222,1.488888888888889
2020-09-23 18:00:00,-3.4444444444444446,8.644444444444444,20.066666666666666,2.2666666666666666,-7.0,-13.444444444444445,17.133333333333333,9.28888888888889,-10.133333333333333,6.066666666666666,5.711111111111111,1.488888888888889
2020-09-23 18:01:00,-3.6,8.6,20.266666666666666,2.2444444444444445,-6.977777777777778,-13.4,17.066666666666666,9.266666666666667,-10.28888888888889,6.0,5.555555555555555,1.511111111111111
2020-09-23 18:02:00,-3.7333333333333334,8.577777777777778,20.511111111111113,2.2222222222222223,-6.933333333333334,-13.355555555555556,16.977777777777778,9.222222222222221,-10.466666666666667,5.955555555555556,5.4222222222222225,1.5333333333333334
2020-09-23 18:03:00,-3.8222222222222224,8.533333333333333,20.711111111111112,2.1555555555555554,-6.888888888888889,-13.28888888888889,16.88888888888889,9.155555555555555,-10.622222222222222,5.888888888888889,5.333333333333333,1.5555555555555556
2020-09-23 18:04:00,-3.9555555555555557,8.511111111111111,20.88888888888889,2.0444444444444443,-6.844444444444444,-13.177777777777777,16.822222222222223,9.088888888888889,-10.8,5.8,5.2444444444444445,1.5777777777777777
2020-09-23 18:05:00,-4.088888888888889,8.466666666666667,21.066666666666666,1.9333333333333333,-6.777777777777778,-13.11111111111111,16.8,9.0,-11.022222222222222,5.666666666666667,5.177777777777778,1.6444444444444444
2020-09-23 18:06:00,-4.222222222222222,8.422222222222222,21.244444444444444,1.8,-6.733333333333333,-13.022222222222222,16.8,8.88888888888889,-11.244444444444444,5.511111111111111,5.066666666666666,1.7555555555555555
2020-09-23 18:07:00,-4.377777777777778,8.377777777777778,21.466666666666665,1.6222222222222222,-6.666666666666667,-12.955555555555556,16.822222222222223,8.733333333333333,-11.511111111111111,5.333333333333333,4.977777777777778,1.8666666666666667
2020-09-23 18:08:00,-4.511111111111111,8.377777777777778,21.666666666666668,1.4,-6.6,-12.866666666666667,16.844444444444445,8.533333333333333,-11.755555555555556,5.111111111111111,4.933333333333334,1.9777777777777779
